"cd_assunto_trf";"ds_assunto_completo"
"3574";"DIREITO PENAL / CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL / CONTRABANDO OU DESCAMINHO"
"3575";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / REINGRESSO DE ESTRANGEIRO EXPULSO"
"3576";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / DENUNCIAÇÃO CALUNIOSA"
"3577";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / COMUNICAÇÃO FALSA DE CRIME OU DE CONTRAVENÇÃO"
"3578";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / AUTO-ACUSAÇÃO FALSA"
"3579";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / FALSO TESTEMUNHO OU FALSA PERÍCIA"
"3580";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / COAÇÃO NO CURSO DO PROCESSO"
"3581";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / EXERCÍCIO ARBITRÁRIO DAS PRÓPRIAS RAZÕES"
"3582";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / FRAUDE PROCESSUAL"
"3583";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / FAVORECIMENTO PESSOAL"
"3584";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / FAVORECIMENTO REAL"
"3585";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / EXERCÍCIO ARBITRÁRIO OU ABUSO DE PODER"
"3586";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / FUGA DE PESSOA PRESA OU SUBMETIDA A MEDIDA DE SEGURANÇA"
"3587";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / EVASÃO MEDIANTE VIOLÊNCIA CONTRA A PESSOA"
"3588";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / ARREBATAMENTO DE PRESO"
"3589";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / MOTIM DE PRESOS"
"3590";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / PATROCÍNIO INFIEL"
"3591";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / PATROCÍNIO SIMULTÂNEO OU TERGIVERSAÇÃO"
"3592";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / SONEGAÇÃO DE PAPEL OU OBJETO DE VALOR PROBATÓRIO"
"3593";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / EXPLORAÇÃO DE PRESTÍGIO"
"3594";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / VIOLÊNCIA OU FRAUDE EM ARREMATAÇÃO JUDICIAL"
"3595";"DIREITO PENAL / CRIMES CONTRA A ADMINISTRAÇÃO DA JUSTIÇA / DESOBEDIÊNCIA A DECISÃO JUDICIAL SOBRE PERDA OU SUSPENSÃO DE DIREITOS"
"3596";"DIREITO PENAL / CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL / INSERÇÃO DE DADOS FALSOS EM SISTEMA DE INFORMAÇÕES"
"3597";"DIREITO PENAL / CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL / MODIFICAÇÃO OU ALTERAÇÃO NÃO AUTORIZADA DE SISTEMA DE INFORMAÇÕES"
"3598";"DIREITO PENAL / CRIMES PRATICADOS POR PARTICULAR CONTRA A ADMINISTRAÇÃO EM GERAL / SONEGAÇÃO DE CONTRIBUIÇÃO PREVIDENCIÁRIA"
"3603";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE"
"3604";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE RESPONSABILIDADE"
"3605";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA A ECONOMIA POPULAR"
"3606";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE ABUSO DE AUTORIDADE"
"3607";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE TRÁFICO ILÍCITO E USO INDEVIDO DE DROGAS"
"3608";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE TRÁFICO ILÍCITO E USO INDEVIDO DE DROGAS / TRÁFICO DE DROGAS E CONDUTAS AFINS"
"3609";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / RESPONSABILIDADE CRIMINAL POR DANOS NUCLEARES"
"3610";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O SERVIÇO POSTAL E O SERVIÇO DE TELEGRAMA"
"3611";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA A SEGURANÇA NACIONAL, A ORDEM POLÍTICA E SOCIAL"
"3612";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O SISTEMA FINANCEIRO NACIONAL"
"3613";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES RESULTANTE DE PRECONCEITO DE RAÇA OU DE COR"
"3614";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA A ORDEM TRIBUTÁRIA"
"3615";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA A ORDEM ECONÔMICA"
"3616";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA AS RELAÇÕES DE CONSUMO"
"3617";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / REPRESENTAÇÃO CALUNIOSA"
"3618";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO"
"3619";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / CRIMES CONTRA A FAUNA"
"3620";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / CRIMES CONTRA A FLORA"
"3621";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / DA POLUIÇÃO"
"3622";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / AGROTÓXICOS"
"3623";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / ATIVIDADES NUCLEARES"
"3624";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / CAÇA"
"3626";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / LIBERAÇÃO OU DESCARTE DE OGM (ORGANISMO GENETICAMENTE MODIFICADO)"
"3627";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MEIO AMBIENTE E O PATRIMÔNIO GENÉTICO / PESCA"
"3628";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES"
"3629";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA AS TELECOMUNICAÇÕES"
"3630";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES PREVISTOS NA LEI DE ESTRANGEIROS"
"3631";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE TORTURA"
"3632";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE TRÂNSITO"
"3633";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DO SISTEMA NACIONAL DE ARMAS"
"3634";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE IMPRENSA"
"3637";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES PREVISTOS NO ESTATUTO DA CRIANÇA E DO ADOLESCENTE"
"3638";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES CONTRA O MERCADO DE CAPITAIS"
"3640";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DE GENOCÍDIO"
"3641";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / SIGILO TELEFÔNICO"
"3642";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DA LEI DE LICITAÇÕES"
"3643";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DA LEI DE REMOÇÃO DE ÓRGÃOS E TECIDOS"
"3647";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES PRATICADOS CONTRA OS ÍNDIOS E A CULTURA INDÍGENA"
"3650";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / RECUSA, RETARDAMENTO OU OMISSÃO DE DADOS TÉCNICOS INDISPENSÁVEIS À PROPOSITURA DE AÇÃO CIVIL PÚBLICA"
"3651";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES AGRÁRIOS"
"3653";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES RELACIONADOS À COMISSÃO PARLAMENTAR DE INQUÉRITO"
"3654";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES ELEITORAIS"
"3655";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIME DE QUEBRA DE SIGILO FINANCEIRO"
"3656";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES DO CÓDIGO BRASILEIRO DE TELECOMUNICAÇÕES"
"3659";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES PREVISTOS NO ESTATUTO DO IDOSO"
"3660";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / PARCELAMENTO DO SOLO URBANO"
"3661";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES FALIMENTARES"
"3664";"DIREITO PENAL / CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE / CRIMES MILITARES"
"3692";"DIREITO PENAL / CONTRAVENÇÕES PENAIS"
"4263";"DIREITO PROCESSUAL PENAL / Ação Penal"
"4264";"DIREITO PROCESSUAL PENAL / Ação Penal / Nulidade"
"4271";"DIREITO PROCESSUAL PENAL / Ação Penal / Suspensão"
"4272";"DIREITO PROCESSUAL PENAL / Ação Penal / Trancamento"
"4291";"DIREITO PROCESSUAL PENAL / JURISDIÇÃO E COMPETÊNCIA"
"4305";"DIREITO PROCESSUAL PENAL / Recurso"
"4310";"DIREITO PROCESSUAL PENAL / FIANÇA"
"4355";"DIREITO PROCESSUAL PENAL / Prisão Preventiva"
"4368";"DIREITO PROCESSUAL PENAL / Denúncia/Queixa"
"4370";"DIREITO PROCESSUAL PENAL / Denúncia/Queixa / Recebimento"
"4371";"DIREITO PROCESSUAL PENAL / Denúncia/Queixa / Rejeição"
"4435";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Norma Coletiva - Aplicabilidade / Cumprimento"
"4437";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Revisão de Sentença Normativa"
"4438";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Norma Coletiva - Anulação"
"4442";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Restituição / Indenização de Despesa"
"4452";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Representação Sindical"
"4654";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL"
"4656";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL / DIREITO AUTORAL"
"4660";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL / PATENTE"
"4670";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL / DESENHO INDUSTRIAL"
"4680";"DIREITO CIVIL / COISAS / PROPRIEDADE / PROPRIEDADE INTELECTUAL / INDUSTRIAL / MARCA"
"4701";"DIREITO CIVIL (899) / Fatos Jurídicos (7947) / Ato / Negócio Jurídico"
"4703";"DIREITO CIVIL (899) / Fatos Jurídicos (7947) / Ato / Negócio Jurídico (4701) / Defeito, Nulidade ou Anulação"
"4706";"DIREITO CIVIL (899) / Fatos Jurídicos (7947) / Ato / Negócio Jurídico (4701) / Evicção ou Vício Redibitório"
"4718";"DIREITO CIVIL (899) / Obrigações (7681) / Transmissão (7688) / Cessão de Crédito"
"4728";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / CÂMBIO"
"4794";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / PARCERIA AGRÍCOLA E/OU PECUÁRIA"
"4805";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / PREVIDÊNCIA PRIVADA"
"4813";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / REPRESENTAÇÃO COMERCIAL"
"4829";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO / ATRASO DE VÔO"
"4830";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO / CANCELAMENTO DE VÔO"
"4831";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO / OVERBOOKING"
"4832";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO / EXTRAVIO DE BAGAGEM"
"4839";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO"
"4840";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / EQUIVALÊNCIA SALARIAL"
"4841";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / QUITAÇÃO"
"4842";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / REAJUSTE DE PRESTAÇÕES"
"4843";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / TRANSFERÊNCIA DE FINANCIAMENTO (CONTRATO DE GAVETA)"
"4846";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / SUSTAÇÃO/ALTERAÇÃO DE LEILÃO"
"4847";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / SEGURO"
"4854";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / SISTEMA FINANCEIRO DA HABITAÇÃO / REVISÃO DO SALDO DEVEDOR"
"4862";"DIREITO DO CONSUMIDOR / CONTRATOS DE CONSUMO / TRANSPORTE AÉREO"
"4897";"DIREITO CIVIL / Pessoas Jurídicas / Associação"
"4899";"DIREITO CIVIL / Pessoas Jurídicas / Associação / Assembléia"
"4902";"DIREITO CIVIL / Pessoas Jurídicas / Associação / Eleição"
"4904";"DIREITO CIVIL / Pessoas Jurídicas / Associação / Extinção"
"4905";"DIREITO CIVIL / Pessoas Jurídicas / Fundação de Direito Privado"
"4907";"DIREITO CIVIL / Pessoas Jurídicas / Fundação de Direito Privado / Assembléia"
"4909";"DIREITO CIVIL / Pessoas Jurídicas / Fundação de Direito Privado / Eleição"
"4910";"DIREITO CIVIL / Pessoas Jurídicas / Fundação de Direito Privado / Extinção"
"4933";"DIREITO CIVIL / Empresas / Sociedade / Apuração de haveres"
"4934";"DIREITO CIVIL / Empresas / Sociedade / Constituição"
"4935";"DIREITO CIVIL / Empresas / Sociedade / Dissolução"
"4939";"DIREITO CIVIL / Empresas / Sociedade / Desconsideração da Personalidade Jurídica"
"4940";"DIREITO CIVIL / Empresas / Sociedade / Ingresso e Exclusão dos Sócios na Sociedade"
"4942";"DIREITO CIVIL / Empresas / Sociedade / Responsabilidade dos sócios e administradores"
"4943";"DIREITO CIVIL / Empresas / Sociedade / Transferência de cotas"
"4949";"DIREITO CIVIL / OBRIGAÇÕES / TÍTULOS DE CRÉDITO"
"4951";"DIREITO CIVIL / OBRIGAÇÕES / TÍTULOS DE CRÉDITO / ANULAÇÃO"
"4957";"DIREITO CIVIL / OBRIGAÇÕES / TÍTULOS DE CRÉDITO / REQUISITOS"
"4960";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE CRÉDITO BANCÁRIO"
"4961";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE CRÉDITO À EXPORTAÇÃO"
"4962";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE CRÉDITO COMERCIAL"
"4963";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE CRÉDITO INDUSTRIAL"
"4964";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE CRÉDITO RURAL"
"4968";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA DE PRODUTO RURAL"
"4969";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CÉDULA HIPOTECÁRIA"
"4970";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / CHEQUE"
"4971";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / DEBÊNTURES"
"4972";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / DUPLICATA"
"4973";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / LETRA DE CÂMBIO"
"4974";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / NOTA DE CRÉDITO COMERCIAL"
"4975";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / NOTA DE CRÉDITO INDUSTRIAL"
"4976";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / NOTA DE CRÉDITO RURAL"
"4980";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / NOTA PROMISSÓRIA"
"4981";"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE TÍTULOS DE CRÉDITO / WARRANT"
"4993";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência"
"4994";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência / Recuperação extrajudicial"
"4998";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência / Autofalência"
"5000";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência / Concurso de Credores"
"50001";"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) / Órgãos Judiciários e Auxiliares da Justiça (8883) / Do Juiz (8884) / Assunto teste Daniel"
"50002";"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826) / Órgãos Judiciários e Auxiliares da Justiça (8883) / Do Juiz (8884) / Assunto teste Daniel (50001) / Filho do assunto teste 1"
"5001";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência / Liquidação"
"5003";"DIREITO CIVIL / Empresas / Recuperação judicial e Falência / Revogação de atos praticados em prejuízo de credores e da massa"
"5009";"DIREITO CIVIL / Empresas / Mercado de Capitais"
"5010";"DIREITO CIVIL / Empresas / Mercado de Capitais / Bolsa de Valores"
"5193";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL / ENGAJAMENTO E PROFISSIONAIS MARÍTIMOS"
"5194";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL / SEGUROS MARÍTIMOS"
"5196";"DIREITO MARÍTIMO / RESPONSABILIDADE CONTRATUAL / ALUGUEL DE EMBARCAÇÕES (FRETAMENTO E CARTA PARTIDA)"
"5269";"DIREITO DO TRABALHO (864) / Remuneração, Verbas Indenizatórias e Benefícios (2581) / Salário / Diferença Salarial (2458) / Mínimo"
"5272";"DIREITO DO TRABALHO (864) / Contrato Individual de Trabalho (1654) / Administração Pública"
"5273";"DIREITO DO TRABALHO (864) / Contrato Individual de Trabalho (1654) / Suspensão / Interrupção do Contrato de Trabalho"
"5276";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Advogados"
"5277";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Aeronautas"
"5278";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Artistas"
"5279";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Atleta Profissional"
"5280";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Bancários"
"5281";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Cabineiros de Elevador"
"5282";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Domésticos"
"5284";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Engenheiro, Arquiteto e Engenheiro Agrônomo"
"5286";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Jornalistas"
"5287";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Marítimos"
"5288";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Digitadores / Mecanógrafos / Datilógrafos"
"5289";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Médicos"
"5290";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Mineiros de Subsolos"
"5291";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Músicos Profissionais"
"5292";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Operadores de Carga e Descarga (Estiva e Capatazia)"
"5293";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Operadores Cinematográficos"
"5294";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Professores"
"5295";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Químicos"
"5296";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Radialistas"
"5297";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Serviços de Telefonia ouTelegrafia"
"5299";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Trabalhadores em Petróleo"
"5301";"DIREITO DO TRABALHO (864) / Categoria Profissional Especial (7644) / Vigia e Vigilantes"
"5352";"DIREITO DO TRABALHO (864) / Contrato Individual de Trabalho (1654) / CTPS (1844) / Anotação / Baixa / Retificação"
"5354";"DIREITO DO TRABALHO (864) / Contrato Individual de Trabalho (1654) / CTPS (1844) / Devolução"
"5356";"DIREITO DO TRABALHO (864) / Responsabilidade Solidária / Subsidiária (1937) / Grupo Econômico"
"55000";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Permuta"
"55001";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO (9985) / Agentes Políticos (10186) / Magistratura (10187) / Vitaliciamento"
"55006";"DIREITO DO TRABALHO (864) / Capacidade Civil"
"55007";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Norma Coletiva - Aplicabilidade / Cumprimento (4435) / Prevalência"
"55008";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Prorrogação de Sentença Normativa"
"55009";"DIREITO DO TRABALHO (864) / Direito Coletivo (1695) / Extensão de Sentença Normativa"
"55010";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Espontânea"
"55011";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Fonte de Custeio"
"55012";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Auxílio / Cesta Alimentação"
"55013";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Cheque Rancho - Integração"
"55014";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Gratificação de Contingente e/ou Participação nos Resultados - Avanço de Nível"
"55015";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Plano de Incentivo"
"55016";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Plano de Incentivo (55015) / Transação"
"55017";"DIREITO DO TRABALHO (864) / Aposentadoria e Pensão (2622) / Complementação de Aposentadoria / Pensão (2624) / Prêmio"
